184877060	False
234618885	False
147062792	True
193527817	True
152764433	False
166264852	True
215023637	True
146123439	False
186766682	True
206176286	False
204472353	True
186646563	False
188612646	False
189268007	False
210108456	True
170000425	True
182714410	False
156696621	False
210239535	True
203292722	True
156893236	False
198180917	True
229441590	False
176302772	True
147324986	True
226754623	False
189136960	False
157406560	False
191692867	True
155779141	False
145358918	False
225858913	False
170065992	True
148493666	False
236257359	True
222363731	True
170983508	False
178618382	False
238015844	False
198180956	True
194052189	False
207356002	True
170000401	True
185466984	False
180355178	False
170459245	False
152633454	True
173539441	False
229900409	False
223608955	False
221184127	False
163184769	False
197329026	False
209059971	False
211550340	True
203681255	False
170983561	False
200999051	False
207028364	False
156434574	False
161284246	False
209977498	True
182911131	False
204734620	False
190672803	False
165347486	False
182911136	False
149487784	True
200321735	True
151060654	False
205717680	False
176292017	True
176292020	True
220856502	False
200999110	True
220842551	False
180671864	False
163119316	False
203489500	True
163315934	False
233767135	False
205171408	False
231801058	False
145489958	True
171049190	False
169345255	True
183369960	False
167641321	False
156893419	False
204538094	True
178782447	True
209485864	True
184221939	True
213909749	True
147390713	True
221184251	False
206831870	True
206307587	False
195952903	False
205914380	False
207356176	True
153288977	False
204669203	False
229772362	False
145966069	True
173670690	True
184612772	False
210239783	True
210239784	True
227344682	True
220463407	False
153289015	False
206569786	False
234553668	False
181403975	True
156696908	False
210567502	False
211812688	True
209977682	True
203678479	False
229310807	False
203293022	True
204144992	False
196804962	False
207356259	True
172622182	False
143851881	True
159250446	False
162595179	False
151978351	True
227672432	False
198115698	False
210502004	False
147144046	True
214892923	False
163971454	False
145937813	True
157941824	False
227213699	False
200606086	True
152568207	False
181993875	False
151759598	False
187171223	False
141885856	False
150536609	True
208732578	True
147063203	True
190382500	False
163316133	True
152764839	True
210108840	True
152502699	False
214630828	False
227213742	False
186843575	False
152633785	True
157415168	False
213844415	False
145883584	True
198508995	True
215744964	False
194511306	False
199885260	False
210174414	True
189858258	False
203424211	True
221250004	False
219611609	False
147063259	True
145687005	True
197198302	False
238092776	True
175768043	False
199568125	False
211901841	False
183239154	False
209551443	True
170525172	False
177865205	True
200606203	True
169935361	False
189071874	True
209671595	True
200179798	True
148046343	True
174785034	False
192545292	True
219207086	False
188678680	False
198181403	True
226427420	False
174457373	False
193135136	False
170066465	True
172818979	True
144627121	False
197591596	True
170000952	True
208994876	False
191486800	True
222626371	False
208273994	True
148701771	False
147391053	True
172950098	False
154993235	False
223652622	True
208405078	True
218420665	False
200933977	False
144780047	True
172098140	True
183042663	True
225837673	True
187236971	True
213297938	True
203817586	True
231080568	False
210240122	True
147128956	False
162792070	False
158663308	False
213527320	True
203162258	False
170066580	True
225640558	True
179765910	False
170027079	True
225837728	True
208274083	False
189334181	True
174260902	False
176292520	True
211354282	False
146408107	True
189562994	True
152578846	True
203031227	False
203948734	True
198836928	False
223609539	True
160826053	False
176292551	True
142148302	True
182059729	True
233505490	False
157876947	False
211419865	False
231134671	False
196674268	False
194249438	True
195232481	True
197722852	False
218781137	False
224658152	False
170787562	False
164233968	False
192239059	True
175047414	True
144573175	False
226624250	True
164365053	False
210043649	False
189596421	False
157614857	False
224723723	False
155583245	False
183632654	False
193987343	True
211616529	False
207946514	False
216596611	False
174523157	False
213451543	True
218366084	False
230032156	False
202834719	False
185795364	True
185729829	False
173109995	False
200988124	True
232260395	False
216138541	False
170918705	True
223363082	False
184167219	False
213058356	True
200278840	True
217842490	False
150995771	False
165217084	False
183042887	True
